"salary","count"
"40101","4"
"46170","9"
"45929","7"
"49487","5"
"48332","6"
"44099","6"
"45354","9"
"47446","3"
"49363","5"
"41671","5"
"49790","2"
"44541","6"
"44328","5"
"45792","6"
"42689","4"
"41603","9"
"45755","4"
"47770","9"
"47353","7"
"40125","6"
"48527","8"
"45903","8"
"40643","3"
"49630","5"
"43393","5"
"44710","9"
"49393","6"
"41422","7"
"42149","7"
"47005","7"
"45565","5"
"40350","8"
"49148","5"
"49335","9"
"46804","5"
"43002","6"
"43929","9"
"48901","11"
"41156","5"
"46841","7"
"48351","6"
"44046","8"
"47231","9"
"47616","7"
"41915","13"
"47443","2"
"49577","4"
"41046","10"
"43009","8"
"45728","6"
"42657","2"
"44015","10"
"43272","8"
"42828","4"
"45747","5"
"44131","3"
"40780","4"
"46896","4"
"43410","2"
"49638","2"
"49601","8"
"44858","5"
"44312","10"
"48239","5"
"43795","8"
"42814","7"
"44432","3"
"49053","3"
"41119","9"
"47982","7"
"44577","5"
"47597","6"
"47730","10"
"47344","5"
"42366","5"
"42122","7"
"49671","2"
"42371","5"
"49416","16"
"42386","7"
"43980","12"
"40288","7"
"41840","7"
"46767","11"
"47900","11"
"47007","10"
"43001","3"
"49286","10"
"42368","5"
"46633","2"
"42526","4"
"48809","5"
"49950","4"
"42189","10"
"49838","8"
"45174","4"
"40956","13"
"44614","6"
"45187","5"
"42945","2"
"47504","7"
"45110","4"
"43331","6"
"42393","5"
"48127","6"
"48959","5"
"44011","7"
"49039","8"
"49209","3"
"44821","9"
"41351","6"
"43097","10"
"45966","6"
"40208","7"
"43720","4"
"41328","10"
"44615","1"
"45981","9"
"43958","5"
"41469","3"
"45430","2"
"40812","8"
"49908","5"
"46674","10"
"41180","2"
"49916","4"
"45684","4"
"45393","8"
"43210","10"
"45575","6"
"45685","7"
"47828","11"
"40180","6"
"45695","6"
"41391","5"
"45336","7"
"43916","11"
"47518","5"
"40647","11"
"42048","4"
"40408","7"
"48818","11"
"46322","7"
"43540","11"
"46359","3"
"43004","5"
"43521","5"
"42801","8"
"44718","4"
"45630","8"
"47949","7"
"47663","4"
"42224","12"
"42032","4"
"41353","6"
"48257","6"
"48667","4"
"43879","11"
"46850","2"
"42349","5"
"46644","12"
"40528","5"
"47543","6"
"44371","5"
"43227","2"
"42611","8"
"49153","11"
"49360","3"
"47542","4"
"47706","3"
"46299","7"
"42502","9"
"47017","7"
"43330","6"
"40475","5"
"42692","3"
"49115","4"
"43347","7"
"46878","8"
"44134","10"
"40698","1"
"42480","11"
"48508","4"
"46407","13"
"46366","10"
"46092","1"
"48850","2"
"41000","4"
"43104","7"
"41443","9"
"48569","5"
"44803","8"
"45281","7"
"40564","8"
"42766","8"
"43096","9"
"41074","4"
"43843","3"
"45594","5"
"41297","6"
"44395","9"
"48682","9"
"42807","6"
"47659","8"
"44951","5"
"41762","6"
"41721","10"
"47283","7"
"44508","7"
"47053","6"
"42330","8"
"48266","3"
"45588","4"
"46277","8"
"41887","11"
"42952","6"
"45701","10"
"45581","6"
"45004","8"
"44315","10"
"44511","8"
"45669","4"
"45781","11"
"40576","9"
"41118","3"
"48251","7"
"47314","11"
"46586","6"
"49352","4"
"45543","7"
"46583","9"
"48989","8"
"49909","9"
"47630","10"
"44452","2"
"41298","6"
"49767","7"
"49725","11"
"46028","5"
"43997","3"
"47907","6"
"49970","3"
"42703","9"
"46398","10"
"49602","2"
"44903","9"
"41417","4"
"47447","7"
"43287","8"
"44828","4"
"43106","3"
"47890","6"
"46433","5"
"41804","7"
"47923","9"
"43017","10"
"48322","11"
"48157","9"
"48691","10"
"45841","6"
"49005","10"
"41068","7"
"45605","9"
"45579","6"
"45018","6"
"48746","7"
"41537","7"
"49472","8"
"43495","8"
"44290","4"
"48355","4"
"43705","3"
"40516","10"
"48001","3"
"43571","6"
"40391","7"
"42126","8"
"47396","7"
"41856","3"
"43903","4"
"41912","7"
"48176","4"
"44513","8"
"48376","6"
"43273","8"
"40173","6"
"43731","3"
"40099","7"
"48188","7"
"49295","4"
"49134","11"
"44674","5"
"40601","3"
"43083","4"
"46638","2"
"42543","3"
"43564","10"
"43572","5"
"47825","5"
"42331","11"
"47257","4"
"42074","5"
"42679","10"
"49167","4"
"43441","4"
"44868","7"
"44043","6"
"49763","5"
"47953","6"
"46054","7"
"45944","6"
"45736","4"
"43864","5"
"45580","3"
"43596","6"
"45538","5"
"40352","8"
"46880","3"
"47470","5"
"45382","5"
"40339","2"
"43835","11"
"48406","10"
"45964","8"
"47786","6"
"44069","6"
"47414","8"
"48544","6"
"40278","6"
"42351","7"
"49010","3"
"44860","7"
"45231","6"
"46703","4"
"46365","4"
"42686","9"
"44610","6"
"42180","3"
"49660","10"
"46284","5"
"47489","9"
"45523","8"
"42850","2"
"43508","9"
"46574","2"
"41839","6"
"41406","5"
"43503","5"
"48131","5"
"43837","3"
"44408","7"
"44360","5"
"49882","11"
"47014","5"
"42281","8"
"44083","7"
"49879","5"
"44052","11"
"43755","6"
"46220","5"
"45942","9"
"47939","3"
"42914","8"
"41685","4"
"46931","8"
"41368","5"
"47377","4"
"47625","7"
"42029","4"
"44944","3"
"42833","5"
"47632","8"
"48634","6"
"48904","10"
"49514","5"
"42409","1"
"40370","7"
"46129","8"
"45423","9"
"46505","8"
"49658","7"
"47148","5"
"49017","5"
"40337","8"
"47398","2"
"47418","9"
"48329","11"
"42919","5"
"43132","6"
"46377","5"
"47306","6"
"44547","5"
"46233","7"
"44437","8"
"45159","9"
"46168","6"
"48985","5"
"42292","7"
"49270","4"
"41908","2"
"41927","7"
"40346","6"
"48896","3"
"43719","4"
"49846","4"
"47707","6"
"45835","11"
"41616","5"
"45443","7"
"43829","7"
"43256","1"
"41365","2"
"44608","5"
"45954","5"
"46888","4"
"40621","6"
"42418","3"
"42997","10"
"45840","9"
"42059","9"
"42078","3"
"47319","10"
"48464","4"
"40094","4"
"41232","5"
"41020","8"
"40222","8"
"44976","4"
"40032","6"
"48363","10"
"46576","5"
"40753","8"
"40746","6"
"42402","3"
"47534","6"
"49981","5"
"44054","9"
"43533","10"
"43459","6"
"43082","7"
"45656","5"
"45206","6"
"48990","9"
"40489","11"
"48206","4"
"42681","4"
"44072","4"
"45837","11"
"42503","5"
"46797","4"
"46446","4"
"41656","9"
"42867","12"
"41059","7"
"42669","8"
"40612","11"
"48739","5"
"46325","5"
"46849","5"
"49344","9"
"47364","6"
"43814","7"
"40810","3"
"41865","2"
"40941","5"
"48375","7"
"43759","2"
"41987","4"
"45610","6"
"44795","2"
"41153","4"
"46038","4"
"46666","11"
"43935","9"
"42097","5"
"46796","2"
"42438","5"
"42301","8"
"41480","4"
"46506","5"
"46979","3"
"42531","6"
"45569","8"
"45551","9"
"42793","5"
"45017","4"
"44891","5"
"49123","11"
"47335","14"
"42430","2"
"43628","9"
"43678","4"
"47759","7"
"46152","10"
"48477","8"
"42625","6"
"41445","5"
"49864","3"
"42342","1"
"44488","10"
"47341","1"
"45814","5"
"43086","4"
"45063","7"
"45311","2"
"43558","3"
"49062","11"
"49956","2"
"48718","7"
"42753","5"
"43507","2"
"47993","7"
"47952","4"
"49274","2"
"41724","3"
"44916","5"
"40113","6"
"42597","7"
"43037","3"
"44777","5"
"48307","3"
"48105","6"
"45267","8"
"46096","5"
"46726","5"
"44634","7"
"47868","13"
"44331","5"
"49088","8"
"43653","11"
"46171","3"
"40636","8"
"40520","9"
"41622","5"
"45117","5"
"41461","5"
"48708","9"
"48742","10"
"41266","4"
"46623","7"
"43930","3"
"49149","6"
"43178","5"
"44305","3"
"45983","4"
"40772","4"
"41304","3"
"43427","7"
"40934","3"
"47261","4"
"47289","6"
"40661","4"
"40079","9"
"40697","6"
"48791","7"
"40679","8"
"42488","7"
"49038","4"
"43640","6"
"47883","8"
"47193","7"
"43766","11"
"43761","3"
"41710","6"
"46815","6"
"44145","7"
"45693","1"
"40610","5"
"42003","2"
"43899","5"
"41923","5"
"48058","5"
"42718","5"
"44540","5"
"47321","9"
"49374","6"
"47103","10"
"49713","4"
"42251","6"
"41506","3"
"40711","7"
"41438","7"
"43792","7"
"40501","9"
"49147","5"
"49818","8"
"46539","7"
"40300","6"
"40948","4"
"41171","9"
"48501","9"
"47800","7"
"44462","9"
"45204","6"
"40334","2"
"42246","6"
"47166","10"
"46387","8"
"45143","5"
"49377","3"
"42742","3"
"49686","5"
"47258","6"
"48645","9"
"41478","7"
"41276","7"
"46529","6"
"42437","6"
"42018","4"
"41037","4"
"40205","4"
"43461","9"
"49576","6"
"47599","10"
"47777","8"
"41775","7"
"48514","9"
"49493","6"
"41502","11"
"49579","3"
"42994","4"
"48522","3"
"43619","6"
"47934","7"
"44096","5"
"40795","8"
"42389","7"
"45278","3"
"45037","7"
"44895","3"
"49226","7"
"43940","5"
"46665","3"
"41451","7"
"46452","14"
"43134","6"
"41561","8"
"44431","7"
"46464","6"
"44224","8"
"41683","5"
"44894","5"
"40239","6"
"43943","11"
"46882","7"
"47242","8"
"40133","4"
"46270","8"
"47963","4"
"49397","5"
"48283","8"
"41447","3"
"42720","5"
"45691","7"
"46598","8"
"41496","10"
"49707","12"
"46037","8"
"46047","3"
"43860","4"
"40973","9"
"45275","6"
"48250","15"
"45123","4"
"42294","3"
"42688","8"
"43416","8"
"40376","8"
"45051","3"
"48832","10"
"44499","5"
"45065","4"
"42082","8"
"48470","3"
"49074","6"
"47267","4"
"44144","7"
"46718","3"
"49770","8"
"43036","7"
"42319","3"
"44838","11"
"48633","8"
"49389","9"
"40059","5"
"45445","7"
"40569","7"
"47273","9"
"40144","10"
"45600","4"
"49425","10"
"40116","7"
"44415","7"
"40611","6"
"40280","4"
"43444","4"
"42685","4"
"46368","8"
"42888","5"
"40181","4"
"48568","1"
"43778","5"
"42868","1"
"45911","7"
"46309","5"
"40638","4"
"42649","7"
"46292","9"
"41482","8"
"45992","6"
"47294","11"
"41305","3"
"40388","5"
"49857","2"
"40254","4"
"45470","5"
"47208","9"
"46151","6"
"48170","6"
"45169","6"
"41552","9"
"46707","5"
"41680","5"
"44202","5"
"46935","3"
"45797","3"
"47893","7"
"42383","6"
"41130","7"
"42682","6"
"45875","3"
"42062","1"
"41906","5"
"40189","10"
"49975","4"
"43918","12"
"41692","8"
"41082","6"
"44990","9"
"42675","3"
"41206","7"
"47329","5"
"40087","10"
"40716","8"
"40158","7"
"40874","6"
"41058","10"
"48516","11"
"42160","7"
"46085","5"
"49816","9"
"41054","7"
"43242","5"
"49111","8"
"49304","4"
"49145","7"
"44759","4"
"45757","9"
"40036","6"
"48167","2"
"46224","4"
"43704","10"
"48897","3"
"45509","9"
"48475","4"
"41846","9"
"46650","7"
"41345","5"
"41251","10"
"46035","9"
"43293","5"
"46211","9"
"45496","6"
"43360","7"
"41523","6"
"40019","2"
"42777","8"
"44589","9"
"48062","11"
"47359","10"
"44630","6"
"48881","6"
"45289","7"
"43067","3"
"46524","11"
"41591","2"
"40212","1"
"41985","6"
"46933","12"
"48385","10"
"48468","7"
"42179","7"
"45070","3"
"44006","4"
"48764","10"
"46541","6"
"40970","7"
"41845","7"
"48390","6"
"45827","8"
"40654","6"
"44725","4"
"49637","6"
"41536","3"
"41168","9"
"42023","10"
"49388","4"
"42165","4"
"48184","3"
"49830","6"
"42704","4"
"48503","5"
"41479","5"
"49544","6"
"46413","3"
"44450","9"
"43430","9"
"45306","6"
"43770","8"
"49589","8"
"49522","3"
"40798","7"
"47468","8"
"47870","5"
"46722","3"
"44834","4"
"46082","6"
"48102","4"
"45198","2"
"44444","9"
"47386","6"
"48698","7"
"49025","2"
"49809","3"
"47840","5"
"40324","8"
"44507","5"
"41835","11"
"49513","3"
"43764","5"
"40571","13"
"43034","7"
"48463","4"
"47450","7"
"41741","6"
"48927","7"
"44387","4"
"42068","10"
"40167","5"
"46048","8"
"43283","7"
"42719","10"
"45142","8"
"48242","6"
"44479","13"
"48654","10"
"45733","7"
"43409","2"
"43658","11"
"45034","7"
"42920","9"
"44775","5"
"49607","4"
"44711","4"
"45791","6"
"41633","9"
"44817","8"
"47553","9"
"40773","8"
"46978","8"
"42096","7"
"49135","4"
"45213","3"
"44727","3"
"46818","6"
"42064","8"
"46965","4"
"41538","7"
"48109","9"
"41889","4"
"44384","5"
"47555","12"
"41585","4"
"45043","5"
"42361","4"
"42253","8"
"46704","9"
"43902","5"
"41875","1"
"40318","8"
"48353","9"
"44810","4"
"46692","5"
"48819","10"
"42053","6"
"47689","5"
"49055","5"
"47138","7"
"47936","11"
"44389","3"
"44911","9"
"44050","7"
"48117","4"
"49155","10"
"41279","5"
"40573","7"
"42594","9"
"48139","5"
"46871","1"
"40670","7"
"41355","3"
"45838","8"
"45849","2"
"42134","4"
"45560","6"
"42987","8"
"43982","7"
"43611","5"
"41916","8"
"44176","6"
"47515","8"
"44832","9"
"46253","5"
"46271","6"
"48314","7"
"45778","3"
"47140","4"
"45951","8"
"40428","6"
"46293","2"
"46439","8"
"49560","6"
"49353","4"
"40769","6"
"40195","3"
"46177","9"
"47345","8"
"46659","5"
"43426","10"
"46422","8"
"41998","3"
"47718","3"
"43025","5"
"43682","9"
"41077","7"
"40767","7"
"48979","6"
"47950","1"
"46193","6"
"45309","9"
"44262","4"
"40635","6"
"46715","8"
"46944","8"
"46106","3"
"49351","6"
"40847","9"
"44855","7"
"41457","4"
"46859","3"
"40405","6"
"40253","6"
"41340","4"
"47232","6"
"49092","8"
"44843","6"
"44587","6"
"41780","2"
"48511","7"
"47368","4"
"41589","6"
"42783","11"
"41034","7"
"40730","5"
"43117","7"
"43528","4"
"44794","6"
"49739","10"
"48358","8"
"45760","7"
"40316","7"
"47943","3"
"42545","5"
"45786","7"
"41652","3"
"41314","5"
"43573","2"
"45023","3"
"48104","4"
"45235","6"
"43085","8"
"46223","5"
"47633","7"
"40272","5"
"41123","5"
"42932","7"
"43003","8"
"42740","7"
"45629","2"
"41194","4"
"42587","1"
"44263","4"
"42948","8"
"49929","11"
"43807","7"
"41798","6"
"44532","6"
"44896","8"
"42367","3"
"46562","5"
"46389","3"
"45280","8"
"46069","8"
"41182","7"
"49507","5"
"46412","9"
"48684","2"
"49780","4"
"44596","8"
"42464","7"
"43567","4"
"41517","5"
"47811","5"
"41105","6"
"43466","11"
"42900","6"
"41476","9"
"40606","6"
"44369","7"
"42617","11"
"40876","5"
"41797","10"
"45590","10"
"46447","7"
"43648","11"
"42522","6"
"46840","2"
"40187","7"
"40034","8"
"48110","4"
"43024","10"
"46328","3"
"49050","5"
"49591","8"
"43527","2"
"44457","7"
"44103","9"
"42951","2"
"40198","4"
"49826","6"
"44109","6"
"43631","4"
"47680","10"
"40547","3"
"48802","7"
"46932","1"
"45271","11"
"46163","9"
"47536","8"
"41551","7"
"41205","9"
"45555","8"
"42334","5"
"45119","6"
"40498","5"
"45446","8"
"45331","7"
"40737","5"
"41594","3"
"48502","6"
"49496","4"
"40754","11"
"48877","9"
"42207","6"
"43449","5"
"41786","6"
"44380","11"
"42145","9"
"41434","11"
"47170","6"
"45383","11"
"49430","4"
"45556","5"
"48292","9"
"47372","3"
"47696","4"
"42344","8"
"48107","3"
"43156","8"
"42866","4"
"45525","4"
"40982","1"
"42574","3"
"46708","5"
"49307","8"
"45719","10"
"46651","5"
"47600","8"
"42130","4"
"42008","8"
"47040","3"
"47684","4"
"41929","7"
"45721","9"
"48153","9"
"44205","7"
"45366","11"
"43979","10"
"43562","2"
"41807","7"
"46654","5"
"49447","12"
"43617","9"
"43718","6"
"41629","6"
"49551","4"
"41657","9"
"43141","7"
"48996","6"
"42744","4"
"46362","7"
"43127","5"
"40893","5"
"41409","7"
"45399","6"
"41003","8"
"42394","10"
"47794","7"
"47962","2"
"45264","2"
"45502","7"
"48431","6"
"45833","5"
"49129","5"
"43126","4"
"43819","7"
"42323","5"
"47221","10"
"40640","8"
"47763","9"
"47210","4"
"44038","5"
"47020","6"
"46625","8"
"49649","6"
"46620","9"
"45368","7"
"44053","7"
"44272","10"
"44904","9"
"46208","6"
"42359","5"
"46799","6"
"49503","4"
"41377","7"
"46949","5"
"40628","5"
"45372","7"
"43895","9"
"48441","9"
"45709","4"
"43777","5"
"47034","6"
"40399","4"
"49827","7"
"42135","7"
"49716","6"
"45972","3"
"40441","4"
"45240","10"
"43090","2"
"48091","8"
"48217","10"
"45761","7"
"47010","8"
"41004","7"
"49083","4"
"44314","3"
"49372","7"
"44466","3"
"46095","8"
"46268","7"
"49356","6"
"41730","4"
"45073","7"
"48498","7"
"41036","8"
"43292","4"
"42118","7"
"46039","5"
"47465","7"
"49400","3"
"47884","4"
"45014","3"
"44340","4"
"41595","4"
"42609","6"
"44734","7"
"48885","4"
"43052","8"
"41372","5"
"48352","4"
"42071","6"
"44189","4"
"46336","7"
"44031","8"
"48721","5"
"40297","10"
"47252","6"
"44393","3"
"40005","6"
"42094","5"
"49972","6"
"42942","2"
"41215","7"
"44422","7"
"40741","5"
"44113","4"
"47460","15"
"44033","8"
"43844","6"
"46790","5"
"44088","6"
"49463","9"
"44378","8"
"44289","2"
"42452","4"
"47263","4"
"47747","4"
"45681","11"
"46568","6"
"43139","8"
"47752","10"
"43506","5"
"44386","9"
"48404","7"
"45380","6"
"42775","7"
"42954","6"
"49920","4"
"42050","9"
"49386","9"
"47001","3"
"46584","12"
"47942","7"
"42095","9"
"41891","4"
"45617","3"
"40063","8"
"45297","5"
"41465","4"
"45196","4"
"44306","6"
"41099","9"
"48337","5"
"43505","6"
"47851","6"
"40360","5"
"46261","2"
"40056","8"
"41802","3"
"48125","6"
"45498","9"
"42708","11"
"48345","8"
"48460","7"
"48894","5"
"40963","8"
"47015","6"
"45216","8"
"48585","2"
"44753","10"
"41618","9"
"43274","8"
"43240","8"
"40092","8"
"43218","4"
"40542","7"
"45798","9"
"43166","5"
"49182","8"
"44503","4"
"48428","3"
"45248","9"
"41238","9"
"42034","5"
"49813","5"
"46898","12"
"47144","11"
"41809","4"
"42633","6"
"48784","7"
"47788","8"
"40703","6"
"43138","5"
"41525","6"
"43598","2"
"47024","7"
"45601","6"
"41620","6"
"45268","4"
"43238","8"
"43789","4"
"42822","8"
"44329","4"
"44607","3"
"48306","10"
"44760","3"
"40037","5"
"45127","7"
"44439","3"
"46147","8"
"40816","8"
"43604","8"
"49742","4"
"43634","9"
"41274","6"
"46750","5"
"42381","8"
"47246","5"
"44637","11"
"46919","4"
"41014","3"
"41056","6"
"47996","5"
"46873","7"
"49681","3"
"48298","4"
"41485","4"
"48320","4"
"48749","5"
"47552","8"
"41122","5"
"47207","7"
"40023","8"
"42570","7"
"44715","7"
"41774","7"
"44788","5"
"47382","5"
"44363","3"
"41113","9"
"46941","9"
"47021","7"
"43428","10"
"40050","9"
"44089","7"
"46828","4"
"41713","6"
"46787","6"
"42478","5"
"42913","14"
"45758","4"
"44992","6"
"46727","12"
"42471","5"
"47192","5"
"47578","9"
"42470","8"
"42092","3"
"45894","8"
"41271","6"
"49881","6"
"41854","10"
"40229","2"
"44831","6"
"42203","8"
"49201","7"
"44124","6"
"41283","7"
"44786","1"
"43725","8"
"49046","5"
"45480","4"
"42467","2"
"44755","6"
"46702","4"
"48141","8"
"44659","8"
"49043","2"
"46112","6"
"46677","6"
"49641","5"
"42443","7"
"42535","3"
"45005","7"
"49168","7"
"46956","9"
"43204","3"
"45923","3"
"44324","3"
"44849","6"
"41726","5"
"41601","5"
"49329","1"
"46968","5"
"42668","5"
"49440","6"
"46684","3"
"40645","4"
"46438","4"
"45163","8"
"48620","5"
"47509","7"
"49889","6"
"48926","4"
"47004","5"
"48817","6"
"41611","4"
"46416","10"
"49120","5"
"48822","3"
"41463","10"
"45460","6"
"43529","12"
"45505","7"
"40931","4"
"44420","6"
"42943","6"
"45031","7"
"45318","11"
"42575","6"
"40848","4"
"47638","9"
"47499","4"
"43862","6"
"44105","2"
"45126","8"
"41371","8"
"41384","10"
"40400","4"
"43057","4"
"49015","4"
"48380","5"
"40642","7"
"42434","8"
"45759","2"
"44763","5"
"40058","8"
"40632","8"
"40088","10"
"42743","5"
"49019","8"
"42602","4"
"48902","4"
"43641","9"
"48368","7"
"47220","8"
"44047","9"
"40332","2"
"49695","5"
"44708","9"
"49162","5"
"48843","3"
"44700","2"
"43888","5"
"48144","7"
"45153","9"
"48619","5"
"44292","7"
"43403","4"
"42936","7"
"41124","3"
"47126","5"
"43469","1"
"44946","3"
"40085","1"
"49647","9"
"41731","6"
"42861","7"
"47303","10"
"44761","4"
"44986","6"
"45520","4"
"48975","8"
"44288","5"
"47511","6"
"44476","10"
"40570","6"
"48874","5"
"43859","7"
"49185","7"
"47041","4"
"45637","4"
"45952","8"
"47424","10"
"42020","6"
"44143","8"
"49206","11"
"42538","7"
"40960","7"
"47604","9"
"44354","4"
"45039","6"
"45028","7"
"46468","6"
"44407","8"
"45317","3"
"44402","7"
"46852","6"
"41433","7"
"47666","7"
"46630","7"
"47264","5"
"45504","7"
"46108","8"
"43656","11"
"43029","1"
"42484","7"
"40998","5"
"40487","4"
"49781","5"
"40922","5"
"41044","10"
"45188","8"
"49546","9"
"48612","9"
"40590","5"
"49398","7"
"40166","7"
"41650","9"
"41645","6"
"43534","9"
"46601","6"
"44013","4"
"49470","7"
"42019","5"
"44809","2"
"44007","7"
"41634","2"
"49128","4"
"40930","7"
"40078","3"
"49073","11"
"45030","9"
"45032","5"
"41626","9"
"48249","6"
"44122","2"
"41909","2"
"43239","7"
"49022","3"
"44203","6"
"49326","6"
"47279","3"
"47938","3"
"48876","10"
"48900","5"
"47872","8"
"46612","8"
"46492","9"
"49331","7"
"44694","3"
"45058","5"
"42466","8"
"43401","5"
"45388","9"
"43818","7"
"40351","7"
"44193","11"
"43370","5"
"42871","4"
"43494","7"
"40685","9"
"44924","7"
"41751","8"
"45425","9"
"41592","8"
"46785","10"
"46190","6"
"43769","3"
"49030","8"
"47758","4"
"49543","6"
"46165","6"
"44841","7"
"45955","11"
"41976","8"
"49784","5"
"46118","2"
"47839","9"
"48854","6"
"49746","8"
"42446","6"
"49265","8"
"44268","5"
"47078","7"
"42927","8"
"40875","5"
"49564","3"
"46107","7"
"41310","8"
"49255","8"
"41155","4"
"42555","8"
"45041","13"
"41273","4"
"40320","6"
"40353","4"
"44463","5"
"44930","6"
"44698","6"
"43917","7"
"43794","4"
"48309","8"
"48629","8"
"47596","6"
"44539","5"
"48858","7"
"46273","9"
"45266","7"
"48287","5"
"48710","11"
"47508","7"
"40407","6"
"41707","4"
"42417","4"
"46181","2"
"40738","7"
"46381","7"
"49024","4"
"43853","5"
"41587","5"
"46490","10"
"49063","4"
"45115","9"
"43849","4"
"42572","9"
"48230","5"
"40582","6"
"40131","8"
"40132","6"
"42621","7"
"44348","4"
"41544","7"
"40845","6"
"43970","4"
"48065","2"
"40142","7"
"46778","6"
"42442","7"
"45869","8"
"47885","3"
"46755","4"
"45687","6"
"43053","6"
"48540","6"
"40196","5"
"48509","5"
"40075","9"
"42457","5"
"44344","4"
"43286","4"
"43119","3"
"45052","5"
"40336","6"
"40916","5"
"44616","4"
"48870","8"
"42778","3"
"46848","8"
"44628","4"
"49382","5"
"43237","5"
"47459","5"
"42599","2"
"40009","7"
"43550","8"
"43890","6"
"41704","3"
"47201","7"
"46276","8"
"44294","10"
"45089","7"
"46278","3"
"44833","6"
"49623","6"
"44130","11"
"40912","9"
"45524","5"
"46434","8"
"47198","6"
"45321","7"
"44609","3"
"40561","3"
"46920","8"
"46192","8"
"42589","5"
"41868","10"
"41895","8"
"45205","11"
"48203","2"
"44211","7"
"43007","8"
"40599","5"
"48177","6"
"41942","6"
"47838","5"
"49728","5"
"41863","6"
"47327","8"
"43788","4"
"43474","3"
"47120","8"
"49058","7"
"49159","10"
"45377","6"
"49320","4"
"47896","7"
"48265","7"
"43277","8"
"49810","7"
"46901","4"
"48348","7"
"45801","11"
"46393","10"
"49926","3"
"48165","7"
"46146","3"
"45794","4"
"41361","8"
"40983","4"
"47307","3"
"46645","9"
"47043","8"
"43660","9"
"48660","9"
"46748","12"
"47498","8"
"48779","2"
"47243","8"
"40145","8"
"47351","4"
"46055","6"
"44456","10"
"41189","8"
"43961","3"
"41851","6"
"41954","7"
"40502","6"
"48197","7"
"48106","9"
"42495","5"
"46636","6"
"43116","8"
"48268","5"
"49216","9"
"49251","3"
"42947","6"
"47912","6"
"44191","12"
"46948","6"
"41191","8"
"46135","7"
"48998","5"
"44733","6"
"41053","8"
"44534","10"
"43908","4"
"40302","9"
"45084","6"
"46375","5"
"49960","6"
"45548","6"
"47727","5"
"48515","7"
"42562","11"
"44256","6"
"45907","5"
"41894","8"
"41410","11"
"47358","6"
"40786","4"
"44844","6"
"45122","10"
"49060","7"
"48083","8"
"47423","4"
"42676","8"
"49574","9"
"40684","5"
"42579","10"
"47056","7"
"47461","6"
"40891","8"
"43323","4"
"49851","8"
"44095","9"
"46117","3"
"40321","8"
"42695","6"
"45771","9"
"48485","7"
"43155","8"
"43206","4"
"41639","4"
"48909","6"
"46436","6"
"49283","5"
"46502","9"
"49054","6"
"44117","12"
"47339","7"
"43165","6"
"44747","7"
"49500","7"
"42539","9"
"46709","6"
"44495","3"
"48032","4"
"40444","5"
"43672","5"
"40309","6"
"45839","3"
"40293","2"
"41062","5"
"48115","4"
"49696","3"
"44872","8"
"43981","11"
"43515","9"
"43318","5"
"48401","3"
"42363","6"
"41757","13"
"44644","8"
"43985","8"
"43392","8"
"46680","6"
"46736","8"
"45997","10"
"47577","8"
"49951","5"
"48925","7"
"40583","8"
"47905","10"
"49650","11"
"49318","4"
"46249","7"
