"salary","count"
"73485","1"
"70679","4"
"79490","1"
"77411","3"
"71131","3"
"75118","2"
"75400","3"
"72925","4"
"75727","2"
"70892","2"
"73200","1"
"70406","3"
"79474","2"
"77573","2"
"73669","3"
"71858","4"
"74273","1"
"74315","6"
"73115","1"
"75570","2"
"72410","3"
"76460","2"
"76742","1"
"72380","3"
"79688","1"
"79556","5"
"70113","3"
"71296","1"
"79861","2"
"79810","3"
"72372","1"
"74868","1"
"74683","1"
"73890","2"
"73735","2"
"71889","2"
"78638","2"
"74469","3"
"71558","6"
"73407","2"
"70537","5"
"73868","2"
"73927","2"
"72568","4"
"72392","5"
"78088","2"
"76133","1"
"72142","1"
"76044","4"
"76485","2"
"79086","1"
"74344","4"
"78988","1"
"78195","2"
"77600","1"
"77020","2"
"76362","3"
"70865","3"
"72549","1"
"76560","2"
"77123","3"
"72376","4"
"73187","5"
"79108","3"
"72434","1"
"77353","1"
"74831","3"
"79665","1"
"78882","1"
"77854","2"
"74516","2"
"77590","1"
"78400","1"
"71091","7"
"79703","3"
"74812","4"
"72903","7"
"76497","2"
"72643","4"
"78208","2"
"74202","1"
"74874","3"
"79737","4"
"76660","2"
"73952","1"
"70505","2"
"79136","3"
"75337","2"
"74410","6"
"71957","1"
"70331","4"
"77347","2"
"72977","3"
"76089","2"
"78084","5"
"74246","4"
"73058","2"
"70628","3"
"74633","1"
"74950","3"
"78836","1"
"79495","1"
"75163","1"
"74093","2"
"73857","1"
"75724","3"
"79375","2"
"70157","3"
"76420","4"
"71343","3"
"70067","3"
"77034","1"
"72785","1"
"75970","2"
"71307","3"
"75137","5"
"75138","2"
"74447","2"
"76145","3"
"79798","2"
"71719","4"
"78209","4"
"75736","5"
"70464","5"
"74440","3"
"73650","2"
"74731","3"
"70879","3"
"73674","5"
"75359","2"
"79311","1"
"73748","3"
"77311","2"
"74617","2"
"79918","2"
"76878","5"
"73427","3"
"78453","1"
"77592","2"
"73787","4"
"72417","1"
"73833","6"
"75423","4"
"74411","1"
"72019","2"
"74727","2"
"78972","1"
"75325","3"
"70268","2"
"70616","9"
"79987","4"
"72737","1"
"70797","1"
"72107","3"
"78130","2"
"76056","4"
"79025","4"
"75182","1"
"72117","2"
"76490","4"
"74366","3"
"77112","1"
"71879","5"
"71563","1"
"78524","2"
"75548","4"
"76924","3"
"74044","2"
"70745","1"
"77161","3"
"72093","1"
"70791","3"
"74426","3"
"77856","5"
"73624","3"
"74724","2"
"74539","2"
"79804","1"
"79719","2"
"76943","2"
"75011","2"
"70799","1"
"71743","6"
"70117","4"
"73604","4"
"78151","1"
"73728","1"
"73264","1"
"72427","4"
"74702","3"
"71232","2"
"75676","2"
"76063","4"
"73631","1"
"77141","2"
"77620","4"
"75245","2"
"75798","4"
"79074","2"
"77379","4"
"75466","4"
"71048","3"
"79914","1"
"71076","2"
"70796","7"
"78380","1"
"78940","3"
"75360","3"
"76574","4"
"78193","1"
"70366","5"
"72315","5"
"72188","5"
"74747","1"
"72734","2"
"76156","5"
"72540","3"
"75500","2"
"72086","5"
"75323","5"
"78552","1"
"75937","4"
"77208","1"
"75066","3"
"72233","3"
"71667","5"
"74076","1"
"70091","3"
"73306","3"
"78659","1"
"77274","2"
"79668","2"
"78214","2"
"79516","2"
"71643","3"
"70494","1"
"71083","4"
"76760","4"
"71684","2"
"74729","1"
"70281","5"
"74578","2"
"76027","2"
"70703","2"
"79298","2"
"75777","1"
"79273","4"
"76397","3"
"77680","2"
"72083","5"
"72314","5"
"72812","2"
"77011","3"
"79800","2"
"70250","4"
"76664","4"
"79216","3"
"74533","3"
"73786","2"
"78627","1"
"79971","3"
"75330","3"
"75104","1"
"75113","4"
"71739","2"
"71485","3"
"79536","1"
"77321","1"
"76473","2"
"70543","2"
"75686","3"
"74143","4"
"72029","3"
"74312","1"
"70731","7"
"74069","3"
"70093","4"
"76648","2"
"78372","2"
"73162","4"
"70187","6"
"74140","2"
"76668","2"
"77728","4"
"77052","5"
"75326","2"
"72209","3"
"74684","2"
"74166","2"
"70778","4"
"75581","6"
"73388","1"
"72731","4"
"76208","2"
"79728","3"
"77825","2"
"74003","3"
"76542","2"
"73408","2"
"74843","1"
"70247","6"
"76981","1"
"76517","3"
"79787","1"
"75891","1"
"78548","1"
"75861","4"
"78515","5"
"76043","1"
"73106","1"
"72362","1"
"71687","2"
"70900","2"
"75051","3"
"77326","2"
"75407","3"
"76609","5"
"71512","4"
"71577","1"
"73878","2"
"79889","2"
"71751","3"
"70963","1"
"79806","3"
"72644","6"
"76155","1"
"79445","2"
"72919","3"
"76429","1"
"73217","1"
"78608","4"
"78301","2"
"73148","1"
"75516","2"
"72622","1"
"71298","5"
"70492","2"
"76019","2"
"71040","4"
"71892","3"
"75726","4"
"79348","3"
"76860","2"
"76854","3"
"76709","2"
"79947","1"
"70195","2"
"75446","1"
"77569","2"
"78679","2"
"79946","2"
"75794","2"
"76209","3"
"77513","2"
"72612","4"
"76900","2"
"76811","1"
"73394","2"
"75246","1"
"76242","2"
"79339","2"
"77515","2"
"74695","2"
"73188","6"
"70953","6"
"72916","1"
"78570","4"
"76869","3"
"73097","4"
"72985","2"
"74504","3"
"77937","3"
"70309","5"
"76961","1"
"74294","1"
"75017","2"
"77691","1"
"75369","1"
"76309","3"
"70685","3"
"76754","1"
"77739","1"
"79066","3"
"74493","1"
"72421","6"
"75669","5"
"74599","4"
"70644","1"
"71533","2"
"72390","4"
"71325","1"
"72480","4"
"70661","7"
"74741","1"
"79045","2"
"74243","3"
"71673","3"
"70372","5"
"79492","1"
"78252","3"
"73756","4"
"72230","3"
"74883","3"
"71266","2"
"71442","5"
"79312","1"
"72538","5"
"76963","1"
"77911","3"
"72890","5"
"70621","3"
"76090","7"
"79034","1"
"76605","6"
"78166","1"
"75169","2"
"70295","4"
"76246","1"
"79254","4"
"74237","3"
"71302","1"
"75784","1"
"71747","2"
"72561","3"
"72187","4"
"77306","1"
"72539","1"
"73355","3"
"78719","3"
"70049","6"
"73641","5"
"75760","2"
"77349","1"
"78891","2"
"72047","4"
"78612","2"
"78007","4"
"78089","3"
"75158","1"
"72136","1"
"70660","5"
"71763","2"
"76261","2"
"78734","1"
"78298","3"
"76521","1"
"78722","3"
"75692","3"
"75211","1"
"73498","2"
"72068","3"
"74621","2"
"75894","1"
"78741","3"
"73791","3"
"73511","2"
"72744","8"
"72429","2"
"74958","4"
"75534","3"
"71720","2"
"71406","4"
"75168","3"
"71742","4"
"71247","3"
"78678","1"
"73876","4"
"75435","7"
"72638","3"
"76439","3"
"76097","3"
"70365","2"
"70612","2"
"72574","4"
"75353","5"
"77225","4"
"74860","2"
"78669","2"
"78393","2"
"72565","2"
"76008","2"
"70439","2"
"70902","4"
"77693","2"
"75054","2"
"70597","3"
"78450","1"
"77360","1"
"72793","2"
"72773","1"
"73512","2"
"72471","5"
"77551","1"
"76026","3"
"75347","2"
"73732","1"
"76459","1"
"75872","1"
"71838","4"
"77281","2"
"72344","5"
"76767","8"
"78542","2"
"78553","2"
"71329","4"
"75390","7"
"75016","3"
"75131","2"
"74850","3"
"77784","4"
"70801","2"
"71155","2"
"70087","4"
"77623","1"
"72038","1"
"71135","4"
"76503","2"
"73063","3"
"71489","3"
"70146","3"
"79980","2"
"71965","1"
"74183","1"
"77109","2"
"71893","4"
"75076","8"
"79234","1"
"76720","4"
"74099","3"
"71623","3"
"79924","2"
"77670","3"
"77976","1"
"70518","5"
"70196","2"
"71661","1"
"72787","4"
"77008","2"
"72328","3"
"76153","2"
"77889","1"
"76954","3"
"76719","6"
"71210","4"
"74299","3"
"70711","6"
"74231","2"
"78328","2"
"76705","2"
"70380","7"
"70563","4"
"77283","4"
"75850","3"
"76786","3"
"71694","1"
"71929","4"
"76432","2"
"78284","2"
"79333","2"
"75886","2"
"78944","3"
"73211","4"
"76120","6"
"73531","3"
"74475","6"
"75897","4"
"79029","1"
"75598","1"
"72639","3"
"72719","2"
"72979","4"
"71150","2"
"71710","6"
"73729","6"
"76601","2"
"73926","1"
"76616","1"
"77848","2"
"76401","1"
"70454","4"
"70328","3"
"78339","2"
"74173","3"
"76042","2"
"76053","4"
"74054","3"
"70322","3"
"75522","1"
"78181","3"
"75233","2"
"78077","2"
"72675","2"
"75619","2"
"70648","4"
"78156","1"
"79335","3"
"73304","1"
"79091","4"
"72389","5"
"76039","3"
"73398","5"
"71315","6"
"72248","5"
"73599","4"
"71734","3"
"72992","2"
"73141","2"
"77818","2"
"76091","5"
"74209","2"
"76764","3"
"74595","2"
"75561","4"
"73654","1"
"74933","5"
"78773","3"
"73120","4"
"72035","1"
"77448","4"
"74435","1"
"74265","3"
"79660","2"
"72516","1"
"73639","3"
"78681","3"
"77224","3"
"77530","2"
"72743","3"
"77199","3"
"71410","1"
"70771","3"
"78917","1"
"79957","2"
"77053","1"
"79638","2"
"75620","3"
"74272","4"
"79574","2"
"75275","3"
"71386","3"
"75049","2"
"73380","3"
"75006","2"
"76744","6"
"72695","2"
"77605","3"
"75867","3"
"72415","3"
"75388","5"
"72224","4"
"72603","5"
"70818","1"
"77408","4"
"75028","2"
"76033","2"
"78920","3"
"70359","3"
"72154","2"
"78074","2"
"79803","3"
"79493","2"
"71677","1"
"79881","3"
"78800","3"
"76186","3"
"76647","3"
"73039","6"
"73402","3"
"78744","2"
"72268","2"
"75662","5"
"75064","1"
"71495","3"
"71288","3"
"74880","2"
"74482","3"
"71292","2"
"73579","2"
"75282","2"
"70186","7"
"73995","1"
"77122","2"
"71476","6"
"77791","3"
"70233","7"
"70508","2"
"78663","3"
"72616","6"
"74108","5"
"71692","4"
"71337","3"
"74501","2"
"77214","6"
"71828","1"
"73630","4"
"77343","2"
"79456","2"
"71092","4"
"79105","4"
"73657","2"
"70870","5"
"72809","1"
"75093","4"
"74626","1"
"76906","3"
"73021","6"
"75767","5"
"78756","4"
"79479","2"
"78061","2"
"79837","4"
"74313","2"
"77082","2"
"76284","1"
"77001","1"
"76845","2"
"79509","3"
"76739","3"
"78459","3"
"70677","3"
"74756","3"
"74080","2"
"76321","1"
"73437","3"
"77376","4"
"72497","2"
"76603","1"
"75448","2"
"76479","2"
"78306","2"
"79262","2"
"79941","1"
"72305","4"
"77643","4"
"78798","1"
"70639","1"
"74065","3"
"75183","2"
"79644","1"
"75857","2"
"76973","3"
"78507","2"
"78834","5"
"77924","1"
"77996","3"
"74530","5"
"73684","3"
"76438","2"
"70010","1"
"76829","4"
"73433","3"
"78593","3"
"76203","2"
"72952","4"
"75752","4"
"77239","2"
"70453","3"
"70274","2"
"75278","1"
"70684","3"
"71289","2"
"75971","1"
"78664","1"
"73282","5"
"79868","2"
"74408","2"
"75241","4"
"72032","2"
"78856","2"
"77065","1"
"74409","2"
"79191","3"
"79359","1"
"79502","2"
"77398","4"
"75602","2"
"75663","3"
"70371","3"
"77204","3"
"71689","3"
"73973","1"
"73815","3"
"75846","3"
"73629","4"
"70841","2"
"74543","1"
"76102","2"
"77634","3"
"75999","2"
"78997","3"
"74630","2"
"78693","3"
"75449","1"
"75063","4"
"71312","4"
"74063","4"
"73933","1"
"70362","6"
"74525","1"
"71355","4"
"72186","3"
"70915","2"
"70374","2"
"78778","3"
"75259","1"
"70526","4"
"78378","2"
"74784","1"
"71934","3"
"78335","2"
"78443","2"
"74068","1"
"74946","2"
"71054","3"
"78042","3"
"72149","4"
"75580","6"
"71554","2"
"74978","3"
"75740","4"
"78287","2"
"71438","2"
"72326","4"
"71668","2"
"72509","3"
"77196","1"
"72171","3"
"72249","4"
"73862","4"
"74339","6"
"78517","2"
"74354","3"
"71273","1"
"71146","1"
"71960","1"
"74214","5"
"73917","2"
"76118","5"
"71506","1"
"72444","2"
"71616","2"
"74137","3"
"78885","2"
"76072","4"
"70828","7"
"71801","4"
"76987","4"
"71883","2"
"74753","3"
"78594","1"
"73337","1"
"75195","6"
"77921","6"
"75634","3"
"76100","2"
"77866","1"
"77701","1"
"72872","6"
"78020","1"
"77966","3"
"79395","2"
"77488","1"
"79264","1"
"78316","1"
"77909","4"
"77832","2"
"74981","3"
"71925","3"
"70539","2"
"71004","1"
"76998","1"
"72014","2"
"70249","4"
"78124","3"
"73923","1"
"79625","5"
"72625","3"
"73610","1"
"76975","3"
"74092","2"
"78898","1"
"78006","2"
"71695","5"
"74284","4"
"79205","1"
"73002","3"
"79129","2"
"72071","5"
"74403","3"
"73760","1"
"71572","1"
"71052","3"
"76747","1"
"71224","5"
"72786","3"
"74802","4"
"71706","2"
"70939","1"
"74112","6"
"75413","1"
"77165","3"
"77595","3"
"78188","1"
"78837","1"
"77883","2"
"77985","1"
"75757","5"
"78178","1"
"72717","3"
"78440","3"
"73804","3"
"76141","2"
"73827","5"
"76640","4"
"73653","3"
"71568","1"
"75908","6"
"70566","4"
"70301","4"
"71269","3"
"77319","1"
"75121","2"
"73983","4"
"76597","2"
"76188","1"
"77983","1"
"76615","3"
"77282","1"
"74973","2"
"70323","3"
"74514","3"
"73698","1"
"73310","1"
"76819","2"
"71923","2"
"73238","5"
"79648","5"
"76240","1"
"73193","2"
"71479","5"
"76073","1"
"74418","3"
"76669","2"
"79750","3"
"73428","6"
"78323","2"
"74459","4"
"72712","2"
"74673","1"
"77945","2"
"74051","1"
"71837","1"
"71480","2"
"76443","1"
"75079","1"
"73895","1"
"77537","2"
"77708","2"
"70584","1"
"74766","1"
"73773","3"
"74788","2"
"78322","4"
"72672","2"
"76389","1"
"72371","5"
"75885","1"
"72365","4"
"78935","3"
"74128","4"
"72310","3"
"72061","1"
"79975","7"
"72635","3"
"72820","2"
"71285","5"
"74594","1"
"71145","4"
"76364","3"
"70714","2"
"71544","1"
"74528","4"
"77189","2"
"79578","1"
"70352","3"
"74241","8"
"76409","2"
"74286","3"
"73266","3"
"74737","3"
"74730","4"
"70581","1"
"76902","3"
"75201","3"
"74588","2"
"72333","3"
"70445","4"
"75415","2"
"72828","2"
"74300","4"
"75226","2"
"71847","4"
"72997","1"
"70826","2"
"76152","1"
"74018","3"
"70003","4"
"71916","5"
"77316","4"
"76833","4"
"71493","2"
"77179","3"
"74067","7"
"73491","2"
"73522","4"
"79443","3"
"74703","4"
"75231","3"
"79470","4"
"76369","2"
"74782","3"
"70354","1"
"71359","3"
"75038","2"
"71941","2"
"79796","1"
"79452","2"
"79757","2"
"76367","2"
"70284","4"
"70384","4"
"78274","2"
"79498","1"
"76194","3"
"73783","3"
"78235","1"
"75255","1"
"75040","1"
"73073","3"
"74711","6"
"76402","2"
"79524","1"
"77685","1"
"73131","2"
"75685","2"
"70212","5"
"73410","5"
"71181","3"
"72293","4"
"75157","2"
"76066","2"
"73426","3"
"75918","1"
"77817","3"
"74149","6"
"71587","1"
"75404","6"
"73893","2"
"70048","3"
"73042","2"
"75642","1"
"72818","2"
"78146","1"
"71521","1"
"72394","4"
"79721","4"
"71240","2"
"74264","7"
"74567","4"
"78887","3"
"70153","1"
"71717","5"
"79266","3"
"76567","3"
"79842","2"
"71779","3"
"75034","3"
"79320","2"
"74503","3"
"70752","1"
"73003","4"
"72031","5"
"71610","2"
"78313","3"
"76403","1"
"79078","3"
"71849","2"
"77148","3"
"75938","2"
"75345","1"
"75225","1"
"75952","6"
"78373","2"
"74615","2"
"74466","3"
"76486","1"
"72600","2"
"79686","1"
"70283","5"
"70498","5"
"71211","2"
"78975","2"
"77183","2"
"73035","4"
"77160","3"
"72095","2"
"70601","1"
"76289","2"
"73685","2"
"73051","7"
"78317","3"
"74422","1"
"78967","2"
"73454","3"
"70260","3"
"75042","2"
"73525","1"
"71094","4"
"77042","1"
"70193","4"
"70866","1"
"71949","5"
"75100","1"
"75763","2"
"75860","2"
"72706","5"
"77144","2"
"77868","1"
"76799","1"
"79429","3"
"73157","3"
"79776","1"
"71800","4"
"71095","3"
"72485","2"
"78715","5"
"75884","1"
"76003","2"
"77278","3"
"71171","3"
"71310","5"
"79793","2"
"75909","1"
"71621","3"
"77651","3"
"71384","4"
"74077","3"
"75529","2"
"78098","1"
"74881","2"
"73331","2"
"72081","3"
"76197","4"
"79950","2"
"70404","3"
"75252","2"
"79330","2"
"76862","3"
"70156","1"
"73867","5"
"76150","2"
"75083","4"
"73435","2"
"75524","1"
"74926","2"
"72955","2"
"75668","3"
"75008","5"
"72755","2"
"73885","6"
"71124","2"
"78695","1"
"78971","2"
"74145","4"
"78717","4"
"70122","8"
"76608","2"
"71125","1"
"76600","3"
"72989","2"
"78293","2"
"71622","5"
"79095","3"
"70833","4"
"79932","1"
"70376","5"
"79149","2"
"75085","1"
"71447","2"
"72557","1"
"74023","2"
"77968","1"
"76591","5"
"78555","1"
"75043","2"
"76721","1"
"75892","1"
"70578","7"
"72242","1"
"76416","3"
"71308","3"
"73379","6"
"75357","2"
"73566","3"
"72673","2"
"70722","1"
"75762","1"
"73315","6"
"71013","1"
"72869","1"
"75599","5"
"75957","2"
"70960","2"
"72932","2"
"71702","4"
"76698","5"
"79036","2"
"78789","2"
"71411","4"
"74855","5"
"79506","1"
"75939","4"
"77139","1"
"77175","7"
"75637","2"
"72530","1"
"74584","3"
"73092","3"
"77997","2"
"71364","4"
"79788","2"
"78651","1"
"74749","2"
"73040","4"
"79396","3"
"76183","2"
"76557","5"
"78525","6"
"73929","2"
"71460","3"
"74579","1"
"77795","4"
"73779","4"
"73261","3"
"78820","3"
"72522","1"
"78532","1"
"79316","1"
"70569","2"
"75654","2"
"79844","1"
"77994","2"
"72592","5"
"77178","3"
"74980","1"
"71100","4"
"70197","4"
"79407","2"
"71051","1"
"76559","5"
"79263","1"
"72852","4"
"75703","3"
"76540","2"
"76871","2"
"70894","4"
"70136","2"
"77533","1"
"79535","2"
"75460","2"
"71204","4"
"70583","2"
"73127","3"
"74443","2"
"79096","3"
"72946","2"
"75742","2"
"78312","4"
"73364","3"
"78217","5"
"72349","2"
"75563","2"
"78652","1"
"72687","2"
"75651","2"
"75856","2"
"70541","1"
"78973","4"
"72745","2"
"79386","1"
"78148","1"
"71899","3"
"77696","3"
"79051","3"
"78539","4"
"79819","3"
"72602","3"
"70888","2"
"74697","3"
"76628","2"
"73811","1"
"78624","4"
"74479","6"
"70442","4"
"74624","2"
"79319","2"
"76104","3"
"73612","5"
"70176","1"
"76163","3"
"71514","4"
"74623","5"
"72204","1"
"78135","2"
"71222","2"
"76982","3"
"78938","2"
"73458","3"
"76993","5"
"79346","1"
"75513","4"
"75405","1"
"70904","2"
"77673","2"
"70557","2"
"74125","2"
"73561","3"
"74135","8"
"77559","2"
"78533","1"
"72391","3"
"72808","6"
"79181","2"
"73784","1"
"73592","4"
"72008","3"
"76338","2"
"71183","2"
"71914","2"
"70740","4"
"75533","3"
"76302","2"
"70177","3"
"70055","4"
"77056","3"
"78526","1"
"74489","2"
"78849","2"
"73873","9"
"74220","3"
"70191","2"
"71196","3"
"71926","3"
"72120","2"
"70213","3"
"70294","2"
"73951","1"
"71771","1"
"79726","2"
"76957","1"
"74323","1"
"70736","3"
"74138","4"
"74661","2"
"76610","1"
"75309","2"
"75250","5"
"74296","3"
"73907","1"
"76934","3"
"72954","1"
"79999","1"
"76058","1"
"72842","4"
"79127","2"
"74834","2"
"79432","3"
"74158","2"
"79990","2"
"75683","2"
"70443","2"
"75209","2"
"70613","2"
"73706","1"
"73244","1"
"70933","5"
"73507","3"
"71765","4"
"78390","1"
"70829","3"
"74775","5"
"78460","4"
"74742","2"
"76780","1"
"70810","2"
"70001","7"
"77747","2"
"71133","4"
"71151","1"
"70387","3"
"71380","8"
"72182","5"
"70980","3"
"70571","9"
"77509","2"
"74823","2"
"72253","1"
"76632","2"
"70509","3"
"73677","1"
"79927","1"
"79584","2"
"75849","3"
"70630","1"
"72926","4"
"74689","1"
"73431","2"
"70942","7"
"71397","4"
"77076","2"
"70500","9"
"75292","1"
"74670","1"
"75506","1"
"70405","2"
"74789","5"
"70126","4"
"79540","3"
"79099","3"
"74114","6"
"74828","2"
"79626","1"
"78912","1"
"76294","3"
"79235","6"
"76763","2"
"70116","2"
"79515","3"
"78386","1"
"76512","3"
"77099","3"
"72307","3"
"71383","3"
"77647","1"
"79079","1"
"74640","3"
"79561","1"
"78541","4"
"79134","2"
"71660","2"
"75514","2"
"77315","1"
"77140","1"
"79634","2"
"76759","4"
"74537","4"
"72519","4"
"74107","4"
"78694","2"
"75376","3"
"78426","3"
"70607","6"
"73341","2"
"76067","2"
"75445","1"
"79049","1"
"71509","4"
"78865","2"
"79651","1"
"74569","4"
"70228","1"
"75149","4"
"73727","1"
"76160","6"
"79241","3"
"79590","1"
"78237","2"
"71542","3"
"73607","2"
"77131","5"
"76128","3"
"72657","3"
"71152","3"
"73251","3"
"70378","4"
"72420","5"
"76910","2"
"74353","4"
"70090","4"
"78248","1"
"73846","8"
"76182","1"
"70534","1"
"74053","2"
"71539","2"
"71220","1"
"76318","3"
"70946","2"
"73469","4"
"70050","5"
"74485","1"
"77822","4"
"75852","5"
"72721","1"
"77754","1"
"74347","2"
"79781","2"
"70150","2"
"71750","2"
"75328","3"
"79857","1"
"72000","1"
"77851","2"
"75900","2"
"79261","1"
"74259","1"
"70764","2"
"74889","3"
"70152","3"
"77843","1"
"70854","4"
"73724","4"
"75368","2"
"74119","3"
"71388","4"
"76855","2"
"73029","3"
"70330","1"
"76256","2"
"79342","3"
"79785","2"
"72308","3"
"70608","5"
"75110","3"
"78085","4"
"75585","2"
"79147","3"
"78176","1"
"72552","3"
"77901","2"
"76649","4"
"75546","4"
"70619","3"
"79767","3"
"70012","8"
"79212","1"
"74007","3"
"70086","1"
"77497","2"
"70411","3"
"72581","1"
"76297","2"
"77252","3"
"78964","4"
"78842","4"
"76846","1"
"71784","3"
"72556","2"
"79541","2"
"78662","2"
"79986","3"
"72690","4"
"71508","5"
"75091","5"
"70070","1"
"74472","2"
"76988","3"
"73977","3"
"74714","1"
"78927","1"
"75576","3"
"73363","2"
"72212","3"
"78475","2"
"72559","3"
"73229","5"
"75904","2"
"70843","5"
"71559","6"
"70154","2"
"73575","1"
"78017","2"
"70834","4"
"73584","1"
"74916","3"
"75143","5"
"73086","2"
"74160","2"
"79923","1"
"71283","4"
"79286","2"
"79293","2"
"78630","3"
"75817","4"
"79130","3"
"72957","3"
"70859","8"
"78632","5"
"75559","4"
"73085","3"
"73280","3"
"77460","2"
"73358","2"
"76676","1"
"70809","1"
"77723","2"
"70614","2"
"72652","1"
"76329","2"
"77538","2"
"70596","3"
"75980","1"
"76749","3"
"70635","4"
"72617","1"
"72272","2"
"73840","3"
"73203","1"
"77986","3"
"75622","4"
"72821","3"
"75289","3"
"79642","2"
"75439","2"
"77320","2"
"79314","1"
"74086","3"
"76815","2"
"79908","3"
"76728","3"
"79647","1"
"74164","3"
"78781","2"
"72838","3"
"78581","1"
"78012","2"
"76783","4"
"72583","3"
"70932","3"
"72469","3"
"72478","2"
"76358","1"
"72647","2"
"79103","1"
"77021","3"
"77750","2"
"77382","2"
"71678","2"
"74232","3"
"77218","1"
"74840","3"
"71905","2"
"78182","3"
"73246","2"
"71579","2"
"77035","3"
"79822","3"
"78078","2"
"76491","2"
"71876","2"
"73095","4"
"79518","4"
"74340","3"
"79694","4"
"72266","3"
"78999","1"
"70321","2"
"73939","5"
"70350","3"
"74087","2"
"76327","1"
"78005","5"
"70846","4"
"72445","3"
"78211","3"
"74636","3"
"74728","3"
"76509","2"
"71666","7"
"72037","2"
"73467","6"
"75459","3"
"78399","2"
"77136","3"
"70448","4"
"70514","5"
"71726","2"
"75393","4"
"70254","2"
"79139","1"
"70106","4"
"74367","2"
"72291","6"
"79430","3"
"75290","3"
"79152","4"
"71775","3"
"72446","4"
"72513","1"
"73942","5"
"75704","2"
"70396","2"
"76801","2"
"76710","1"
"75855","2"
"70545","2"
"73861","1"
"77758","6"
"77117","1"
"75888","2"
"72874","1"
"71049","2"
"71844","3"
"79354","2"
"72563","3"
"70402","2"
"78336","1"
"70024","4"
"72403","6"
"71149","4"
"73826","2"
"74177","3"
"73981","3"
"70285","2"
"70913","4"
"72184","2"
"71260","4"
"75933","5"
"72967","4"
"78534","4"
"78819","1"
"72055","2"
"74706","2"
"71363","2"
"73126","3"
"70998","2"
"75349","5"
"77493","1"
"74401","3"
"78845","3"
"75673","2"
"74091","2"
"71044","3"
"70513","1"
"79948","2"
"77080","1"
"74041","3"
"74009","1"
"70428","4"
"78175","2"
"75220","4"
"73477","2"
"70532","4"
"74400","2"
"78265","4"
"79789","3"
"73719","5"
"78065","3"
"75438","1"
"70773","1"
"71352","1"
"73059","3"
"75863","5"
"77032","4"
"70414","5"
"78737","2"
"76157","5"
"74668","4"
"77558","1"
"74751","4"
"73237","4"
"74011","1"
"71071","3"
"78689","3"
"77809","3"
"70142","1"
"75167","5"
"79289","3"
"73980","2"
"73937","2"
"71161","3"
"78864","1"
"74907","4"
"76239","2"
"79162","6"
"72151","3"
"77457","2"
"76865","2"
"79044","2"
"72437","1"
"78172","3"
"79624","1"
"70347","4"
"77823","2"
"72525","3"
"73281","3"
"74150","3"
"73785","4"
"78708","3"
"73235","4"
"71026","2"
"74445","4"
"70040","7"
"72368","1"
"71419","2"
"72411","2"
"71519","7"
"78079","1"
"77213","2"
"78874","3"
"74674","4"
